purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
4363,4,7.22,0.0
4364,4,14.77,0.0
4365,4,5.86,0.0
4366,4,11.41,0.0
4367,4,16.35,0.0
4368,4,6.31,0.0
4369,4,15.44,0.0
4370,4,11.43,0.0
4371,4,10.47,0.0
4372,4,11.89,0.0
4373,4,18.58,0.0
4374,4,31.81,0.0
4375,4,6.96,0.0
4376,4,9.95,0.0
4377,4,14.84,0.0
4378,4,9.08,0.0
4379,4,8.49,0.0
4380,4,9.25,0.0
4381,4,8.28,0.0
4382,4,10.77,0.0
4383,4,4.26,0.0
4384,4,12.31,0.0
4385,4,15.08,0.0
4386,4,8.51,0.0
4387,4,19.69,0.0
4388,4,13.8,0.0
4389,4,12.5,0.0
4390,4,10.27,0.0
4391,4,9.83,0.0
4392,4,9.72,0.0
4393,4,21.26,0.0
4394,4,19.9,0.0
4395,4,13.41,0.0
4396,4,10.7,0.0
4397,4,17.08,0.0
4398,4,24.21,0.0
4399,4,7.62,0.0
4400,4,10.75,0.0
4401,4,18.99,0.0
4402,4,9.08,0.0
4403,4,6.42,0.0
4404,4,6.8,0.0
4405,4,7.02,0.0
4406,4,8.59,0.0
4407,4,6.91,0.0
4408,4,6.71,0.0
4409,4,16.05,0.0
4410,4,6.51,0.0
4411,4,6.43,0.0
4412,4,10.98,0.0
4413,4,6.97,0.0
4414,4,6.91,0.0
4415,4,11.67,0.0
4416,4,8.97,0.0
4417,4,14.37,0.0
4418,4,5.3,0.0
4419,4,6.79,0.0
4420,4,3.39,0.0
4421,4,5.82,0.0
4422,4,30.2,0.0
4423,4,8.47,0.0
4424,4,10.76,0.0
4425,4,16.77,0.0
4426,4,16.49,0.0
4427,4,5.66,0.0
4428,4,7.0,0.0
4429,4,10.86,0.0
4430,4,8.45,0.0
4431,4,11.07,0.0
4432,4,9.48,0.0
4433,4,7.61,0.0
4434,4,6.52,0.0
4435,4,9.48,0.5
4436,4,29.96,0.0
4437,4,12.51,0.0
4438,4,7.18,0.0
4439,4,6.42,0.0
4440,4,14.1,0.0
4441,4,5.75,0.0
4442,4,8.18,0.0
4443,4,6.78,0.0
4444,4,6.33,0.0
4445,4,8.03,0.0
4446,4,8.03,0.0
4447,4,6.31,0.0
4448,4,12.2,0.0
4449,4,10.7,0.0
4450,4,3.6,0.0
4451,4,7.18,0.0
4452,4,6.71,0.0
4453,4,6.25,0.0
4454,4,5.54,0.0
4455,4,10.15,0.0
4456,4,6.33,0.0
4457,4,9.73,0.0
4458,4,6.6,0.0
4459,4,6.73,0.0
4460,4,6.67,0.0
4461,4,8.28,0.0
4462,4,5.69,0.0
4463,4,6.11,0.0
4464,4,5.46,0.0
4465,4,5.37,0.0
4466,4,9.75,1.25
4467,4,10.59,0.0
4468,4,5.06,0.0
4469,4,4.02,0.0
4470,4,5.39,0.0
4471,4,6.02,0.0
4472,4,5.38,0.0
4473,4,6.65,0.0
4474,4,11.04,0.0
4475,4,6.13,0.0
4476,4,4.76,0.0
4477,4,8.07,0.0
4478,4,5.76,0.0
4479,4,5.16,0.0
4480,4,21.6,0.0
4481,4,11.64,0.0
4482,4,14.86,0.75
4483,4,16.97,0.0
4484,4,11.42,0.5
4485,4,12.97,0.0
4486,4,8.48,0.0
4487,4,9.14,0.0
4488,4,8.6,0.0
4489,4,6.29,0.0
4490,4,5.54,0.0
4491,4,14.22,0.0
4492,4,7.53,0.0
4493,4,46.36,0.0
4494,4,10.78,0.0
4495,4,8.07,0.25
4496,4,10.26,0.0
4497,4,20.18,0.0
4498,4,6.5,0.0
4499,4,8.2,0.0
4500,4,6.54,0.0
4501,4,27.32,0.0
4502,4,48.42,0.0
4503,4,19.31,0.0
4504,4,11.73,0.0
4505,4,10.0,0.0
4506,4,9.04,0.0
4507,4,8.02,0.0
4508,4,8.49,0.0
4509,4,5.07,0.0
4510,4,9.34,0.0
4511,4,18.75,0.0
4512,4,17.18,0.0
4513,4,6.49,0.0
4514,4,16.9,0.0
4515,4,15.18,0.0
4516,4,11.02,0.25
4517,4,9.09,0.0
4518,4,4.96,0.0
4519,4,12.7,0.0
4520,4,7.9,0.0
4521,4,4.72,0.0
4522,4,6.65,0.0
4523,4,11.71,0.0
4524,4,8.52,0.0
4525,4,13.3,0.0
4526,4,15.27,0.0
4527,4,25.29,0.0
4528,4,11.58,0.0
4529,4,5.4,0.0
4530,4,6.3,0.0
4531,4,10.57,0.0
4532,4,21.49,0.0
4533,4,5.62,0.0
4534,4,7.38,0.5
4535,4,17.05,0.0
4536,4,14.61,0.0
4537,4,5.31,0.0
4538,4,6.12,0.0
4539,4,14.11,0.0
4540,4,10.81,0.0
4541,4,8.52,0.0
4542,4,3.62,0.0
4543,4,12.33,0.0
4544,4,5.56,0.0
4545,4,6.85,0.0
4546,4,5.4,0.0
4547,4,9.28,0.0
4548,4,8.7,0.0
4549,4,8.05,0.0
4550,4,7.65,0.0
4551,4,6.74,0.0
4552,4,9.04,0.0
4553,4,10.28,0.0
4554,4,9.16,0.0
4555,4,6.3,0.0
4556,4,7.05,0.0
4557,4,7.44,0.0
4558,4,5.1,0.0
4559,4,10.2,0.0
4560,4,7.57,0.0
4561,4,6.19,0.0
4562,4,6.2,0.0
4563,4,8.76,0.0
4564,4,13.22,0.0
4565,4,16.72,0.0
4566,4,19.55,0.0
4567,4,23.13,0.0
4568,4,7.68,1.75
4569,4,6.74,0.0
4570,4,10.04,0.0
4571,4,9.46,0.0
4572,4,6.11,0.0
4573,4,23.42,0.0
4574,4,21.3,0.0
4575,4,8.76,0.0
4576,4,11.16,0.0
4577,4,7.54,0.0
4578,4,27.02,0.0
4579,4,34.87,0.0
4580,4,10.59,0.0
4581,3,9.02,0.0
4582,3,26.68,0.0
4583,3,12.54,0.0
4584,3,13.84,0.0
4585,3,5.5,0.0
4586,3,4.3,0.0
4587,3,18.63,0.0
4588,3,29.43,1.0
4589,3,17.87,0.0
4590,3,30.68,0.0
4591,3,9.99,0.0
4592,3,20.59,0.0
4593,3,10.39,0.0
4594,3,14.83,0.0
4595,3,18.38,0.0
4596,3,13.05,0.0
4597,3,8.04,0.0
4598,3,9.5,0.0
4599,3,5.56,0.0
4600,3,16.09,0.0
4601,3,25.25,0.0
4602,3,38.74,0.0
4603,3,9.43,0.0
4604,3,7.65,0.0
4605,3,21.82,0.0
4606,3,14.6,0.0
4607,3,10.34,0.0
4608,3,16.34,0.0
4609,3,11.14,0.0
4610,3,6.55,0.0
4611,3,9.84,0.0
4612,3,10.14,0.0
4613,3,10.69,0.0
4614,3,4.87,0.0
4615,3,7.33,0.0
4616,3,11.45,0.0
4617,3,19.57,0.0
4618,3,16.21,0.0
4619,3,23.36,0.0
4620,3,5.35,0.0
4621,3,8.55,0.0
4622,3,6.68,0.0
4623,3,9.48,0.0
4624,3,15.4,0.0
4625,3,12.2,0.0
4626,3,14.08,0.0
4627,3,12.11,0.0
4628,3,7.17,0.0
4629,3,30.98,0.0
4630,3,104.13,0.33
4631,3,41.55,0.0
4632,3,71.38,0.0
4633,3,36.06,0.0
4634,3,52.84,0.0
4635,3,107.69,0.0
4636,3,25.51,0.0
4637,3,41.2,0.0
4638,3,22.23,0.0
4639,3,22.51,0.0
4640,3,12.4,0.0
4641,3,15.41,0.0
4642,3,12.11,0.0
4643,3,16.07,0.0
4644,3,22.43,0.0
4645,3,21.46,0.0
4646,3,13.23,0.0
4647,3,18.75,0.0
4648,3,9.6,0.0
4649,3,5.24,0.0
4650,3,6.09,0.0
4651,3,10.0,0.0
4652,3,18.3,0.67
4653,3,14.1,0.0
4654,3,7.12,0.0
4655,3,35.29,0.0
4656,3,23.19,0.0
4657,3,7.24,0.0
4658,3,18.77,0.0
4659,3,16.51,0.0
4660,3,15.26,0.0
4661,3,31.53,0.0
4662,3,38.55,0.0
4663,3,17.18,0.0
4664,3,22.94,0.0
4665,3,9.65,0.0
4666,3,7.63,0.0
4667,3,11.21,0.0
4668,3,5.74,0.0
4669,3,19.04,0.0
4670,3,13.27,0.0
4671,3,9.36,0.0
4672,3,35.51,0.0
4673,3,23.55,0.0
4674,3,17.15,0.0
4675,3,4.86,0.0
4676,3,5.7,0.0
4677,3,9.78,0.0
4678,3,10.52,0.0
4679,3,3.36,0.0
4680,3,34.65,0.0
4681,3,15.54,0.0
4682,3,21.6,0.0
4683,3,13.47,0.0
4684,3,9.71,0.0
4685,3,8.27,0.0
4686,3,12.19,0.0
4687,3,8.68,0.0
4688,3,21.67,0.0
4689,3,18.93,0.0
4690,3,31.28,0.0
4691,3,6.96,0.0
4692,3,11.33,0.0
4693,3,26.73,0.0
4694,3,15.71,0.0
4695,3,7.8,0.0
4696,3,34.02,0.0
4697,3,4.82,0.0
4698,3,6.5,0.0
4699,3,18.39,0.0
4700,3,15.87,0.0
4701,3,14.48,0.0
4702,3,24.01,0.0
4703,3,25.63,0.0
4704,3,20.67,0.0
4705,3,17.5,0.0
4706,3,12.2,0.0
4707,3,8.12,0.0
4708,3,17.31,0.0
4709,3,39.92,0.0
4710,3,5.72,0.0
4711,3,13.94,0.0
4712,3,9.34,0.0
4713,3,19.97,0.0
4714,3,17.92,0.0
4715,3,9.33,0.0
4716,3,8.96,0.67
4717,3,4.7,0.0
4718,3,9.09,0.0
4719,3,9.13,0.0
4720,3,2.75,0.0
4721,3,8.34,0.0
4722,3,8.36,0.0
4723,3,8.57,0.0
4724,3,24.87,0.0
4725,3,25.95,0.0
4726,3,10.53,0.0
4727,3,9.1,0.0
4728,3,22.79,0.0
4729,3,11.2,0.0
4730,3,9.43,0.0
4731,3,33.51,0.0
4732,3,75.59,0.0
4733,3,10.05,0.0
4734,3,11.99,0.0
4735,3,8.55,0.0
4736,3,9.5,0.0
4737,3,14.93,0.0
4738,3,20.28,0.0
4739,3,22.35,0.0
4740,3,10.81,0.0
4741,3,10.98,0.0
4742,3,10.3,0.0
4743,3,9.37,0.0
4744,3,19.5,0.0
4745,3,4.59,0.0
4746,3,82.33,0.0
4747,3,4.33,0.0
4748,3,6.61,0.0
4749,3,3.91,0.0
4750,3,4.71,0.0
4751,3,7.09,0.0
4752,3,13.99,0.0
4753,3,14.0,0.0
4754,3,9.51,0.0
4755,3,16.67,0.0
4756,3,20.0,0.0
4757,3,6.64,0.0
4758,3,11.93,0.0
4759,3,8.51,0.0
4760,3,7.87,0.0
4761,3,11.97,0.0
4762,3,10.23,0.0
4763,3,7.8,0.0
4764,3,13.71,0.0
4765,3,7.16,0.0
4766,3,8.29,0.0
4767,3,10.55,0.0
4768,3,8.73,0.0
4769,3,8.97,0.0
4770,3,14.59,0.0
4771,3,10.66,0.0
4772,3,16.48,0.0
4773,3,9.55,0.0
4774,3,6.79,0.0
4775,3,8.46,0.0
4776,3,13.08,0.0
4777,3,7.9,0.0
4778,3,6.27,0.0
4779,3,6.96,0.0
4780,3,10.25,0.0
4781,3,7.18,0.0
4782,3,19.51,0.0
4783,3,9.01,0.0
4784,3,10.39,0.0
4785,3,10.35,0.0
4786,3,31.98,0.33
4787,3,12.9,0.0
4788,3,13.2,0.0
4789,3,6.74,0.0
4790,3,5.53,0.0
4791,3,3.89,0.0
4792,3,11.69,0.0
4793,3,12.41,0.0
4794,3,8.85,0.0
4795,3,26.73,0.0
4796,3,19.76,0.0
4797,3,12.79,0.0
4798,3,12.79,0.0
4799,3,13.5,0.0
4800,3,10.63,0.0
4801,3,11.1,0.0
4802,3,33.24,0.0
4803,3,8.61,0.67
4804,3,9.56,0.0
4805,3,8.01,0.0
4806,3,18.0,0.0
4807,3,7.08,0.0
4808,3,7.71,0.0
4809,3,5.5,0.0
4810,3,8.21,0.0
4811,3,9.61,0.0
4812,3,7.89,0.0
4813,3,7.56,0.0
4814,3,5.05,0.0
4815,3,8.33,0.0
4816,3,23.07,0.0
4817,3,21.84,0.0
4818,3,20.64,0.0
4819,3,14.59,0.0
4820,3,7.04,0.0
4821,3,11.82,0.0
4822,3,15.44,0.0
4823,3,6.39,0.0
4824,3,9.46,0.0
4825,3,11.32,0.0
4826,3,13.98,0.0
4827,3,6.76,0.0
4828,3,16.45,0.0
4829,3,26.08,0.0
4830,3,35.69,0.0
4831,3,8.13,0.0
4832,3,15.63,0.0
4833,3,24.77,0.0
4834,3,8.67,0.0
4835,3,8.51,0.0
4836,3,10.2,0.0
4837,3,6.38,0.0
4838,3,7.18,0.0
4839,3,6.59,0.0
4840,3,5.29,0.0
4841,3,5.73,0.0
4842,3,14.02,0.0
4843,3,14.52,0.0
4844,3,8.97,0.0
4845,3,11.06,0.0
4846,3,22.15,0.0
4847,3,26.55,0.0
4848,3,31.44,0.0
4849,3,14.14,0.0
4850,3,21.79,0.67
4851,3,8.81,0.0
4852,3,8.13,0.0
4853,3,9.84,0.0
4854,3,7.98,0.0
4855,3,14.26,0.0
4856,3,16.28,0.0
4857,3,8.44,0.0
4858,3,21.91,0.0
4859,3,10.64,0.0
4860,3,6.69,0.0
4861,3,8.45,0.0
4862,3,28.54,0.0
4863,3,10.92,0.0
4864,3,6.79,0.0
4865,3,8.13,0.0
4866,3,12.78,0.0
4867,3,5.64,0.0
4868,3,4.86,0.0
4869,3,5.64,0.0
4870,3,24.33,0.0
4871,3,10.35,0.0
4872,3,33.87,0.0
4873,3,21.58,0.0
4874,3,25.65,0.0
4875,3,15.7,0.0
4876,3,11.6,0.0
4877,3,12.14,0.0
4878,3,17.84,0.0
4879,3,17.84,0.0
4880,3,31.88,0.33
4881,3,12.64,0.0
4882,3,17.12,0.0
4883,3,9.95,0.0
4884,3,14.48,0.0
4885,3,9.07,0.0
4886,3,4.97,0.0
4887,3,15.63,0.0
4888,3,9.28,0.0
4889,3,15.34,0.0
4890,3,9.43,0.0
4891,3,19.42,0.0
4892,3,7.88,0.0
4893,3,12.7,0.0
4894,3,10.25,0.0
4895,3,18.96,0.0
4896,3,9.35,0.0
4897,3,11.06,0.0
4898,3,24.03,0.0
4899,3,20.8,0.0
4900,3,8.34,0.0
4901,3,9.12,0.0
4902,3,11.37,0.0
4903,3,7.7,0.0
4904,3,8.98,0.0
4905,3,6.23,0.0
4906,3,11.15,0.0
4907,3,12.35,0.0
4908,3,11.58,0.0
4909,3,12.06,0.0
4910,3,6.46,0.0
4911,3,6.74,0.0
4912,3,8.81,0.0
4913,3,9.37,0.0
4914,3,8.17,0.0
4915,3,15.32,0.0
4916,3,8.15,0.0
4917,3,16.59,0.0
4918,3,10.75,0.0
4919,3,11.58,0.0
4920,3,15.3,0.0
4921,3,7.15,0.0
4922,3,19.23,0.0
4923,3,23.74,0.0
4924,3,7.53,0.33
4925,3,6.74,0.0
4926,3,9.19,0.0
4927,3,6.75,0.0
4928,3,11.88,0.0
4929,3,7.04,0.0
4930,3,9.73,0.0
4931,3,6.69,0.0
4932,3,9.89,0.0
4933,3,10.9,0.0
4934,3,14.77,0.0
4935,3,10.45,0.0
4936,3,16.35,0.0
4937,3,12.04,0.0
4938,3,32.95,0.0
4939,3,15.78,0.0
4940,3,13.6,0.0
4941,3,14.71,0.0
4942,3,10.33,0.0
4943,3,22.78,0.0
4944,3,99.52,0.0
4945,3,4.24,0.0
4946,3,4.28,0.0
4947,3,11.59,0.0
4948,3,11.9,0.0
4949,3,8.9,0.0
4950,3,12.03,0.0
4951,3,22.51,0.0
4952,3,21.78,0.0
4953,3,10.35,0.0
4954,3,12.99,0.0
4955,3,4.44,0.0
4956,3,8.25,0.0
4957,3,10.54,0.0
4958,3,8.65,0.0
4959,3,10.01,0.0
4960,3,16.76,0.0
4961,3,11.02,0.0
4962,3,14.24,0.0
4963,3,6.36,0.0
4964,3,8.13,0.0
4965,3,34.01,0.0
4966,3,10.67,0.0
4967,3,8.04,0.0
4968,3,12.49,0.0
4969,3,11.39,0.0
4970,3,9.45,0.0
4971,3,15.84,0.0
4972,3,8.68,0.0
4973,3,10.07,0.0
4974,3,8.1,0.0
4975,3,11.96,0.0
4976,3,8.05,0.0
4977,3,7.25,0.0
4978,3,25.12,0.0
4979,3,11.15,0.0
4980,3,20.27,0.0
4981,3,14.52,0.0
4982,3,13.01,0.0
4983,3,9.22,0.0
4984,3,13.73,0.0
4985,3,11.36,0.0
4986,3,9.11,0.0
4987,3,10.08,0.0
4988,3,8.39,0.0
4989,3,7.97,0.0
4990,3,11.33,0.0
4991,3,19.09,0.0
4992,3,21.97,0.0
4993,3,27.94,0.0
4994,3,6.07,0.0
4995,3,6.11,0.0
4996,3,8.95,0.0
4997,3,8.58,0.0
4998,3,21.86,1.0
4999,3,16.38,0.0
5000,3,35.23,0.0
5001,3,11.13,0.0
5002,3,13.23,0.0
5003,3,6.19,0.0
5004,3,14.06,0.0
5005,3,10.16,0.0
5006,3,5.37,0.0
5007,3,13.81,0.0
5008,3,14.73,0.0
5009,3,7.58,0.0
5010,3,8.99,0.0
5011,3,6.45,0.0
5012,3,22.78,0.0
5013,3,8.43,0.0
5014,3,8.71,0.0
5015,3,12.89,0.0
5016,3,16.56,0.33
5017,3,12.75,0.0
5018,3,15.96,0.0
5019,3,16.79,0.0
5020,3,23.29,0.0
5021,3,12.4,0.0
5022,3,6.67,0.0
5023,3,11.05,0.0
5024,3,11.81,0.0
5025,3,10.97,0.0
5026,3,29.81,0.0
5027,3,7.86,0.0
5028,3,22.18,0.0
5029,3,5.47,0.0
5030,3,18.92,0.0
5031,3,10.13,0.0
5032,3,8.91,0.0
5033,3,6.45,0.0
5034,3,18.5,0.0
5035,3,7.6,0.0
5036,3,16.89,0.0
5037,3,6.57,0.0
5038,3,6.1,0.0
5039,3,7.66,0.0
5040,3,8.78,0.0
5041,3,8.6,0.0
5042,3,9.48,0.0
5043,3,6.55,0.0
5044,3,5.93,0.0
5045,3,12.35,0.0
5046,3,10.4,0.0
5047,3,10.94,0.0
5048,3,15.95,0.0
5049,3,8.25,0.0
5050,3,11.8,0.0
5051,3,7.49,0.0
5052,3,8.88,0.0
5053,3,11.69,0.0
5054,3,11.68,0.0
5055,3,8.88,0.0
5056,3,14.94,0.0
5057,3,13.37,0.0
5058,3,45.91,0.0
5059,3,45.78,0.0
5060,3,22.02,0.0
5061,3,8.55,0.0
5062,3,12.58,0.0
5063,3,8.8,0.0
5064,3,23.86,0.0
5065,3,15.36,0.0
5066,3,5.84,0.0
5067,3,7.41,0.0
5068,3,4.63,0.0
5069,3,12.06,0.0
5070,3,11.87,0.0
5071,3,13.37,0.0
5072,3,15.75,0.0
5073,3,15.11,0.0
5074,3,14.39,0.0
5075,3,7.87,0.0
5076,3,7.87,0.0
5077,3,8.11,0.0
5078,3,22.59,0.0
5079,3,10.35,0.0
5080,3,22.03,0.0
5081,3,12.18,0.0
5082,3,10.38,0.0
5083,3,141.01,0.0
5084,3,7.68,0.0
5085,3,9.6,0.0
5086,3,6.26,0.0
5087,3,15.83,0.0
5088,3,7.28,0.0
5089,3,4.73,0.67
5090,3,6.18,0.0
5091,3,18.36,0.0
5092,3,14.76,0.0
5093,3,12.37,0.0
5094,3,10.18,0.0
5095,3,14.45,0.0
5096,2,10.94,0.0
5097,2,7.92,0.0
5098,2,8.93,0.0
5099,2,16.12,0.0
5100,2,11.16,0.0
5101,2,8.12,0.0
5102,2,6.26,0.0
5103,2,9.1,0.0
5104,2,8.57,0.0
5105,2,12.06,0.0
5106,2,11.64,0.0
5107,2,22.88,0.0
5108,2,8.75,0.0
5109,2,12.45,0.0
5110,2,9.05,0.0
5111,2,15.22,0.0
5112,2,12.32,0.0
5113,2,12.32,0.0
5114,2,9.9,0.0
5115,2,11.84,0.0
5116,2,8.32,0.0
5117,2,11.84,0.0
5118,2,5.82,0.0
5119,2,8.14,0.0
5120,2,59.77,0.5
5121,2,6.57,0.0
5122,2,41.42,0.0
5123,2,7.62,0.0
5124,2,11.65,0.0
5125,2,60.25,1.0
5126,2,23.48,0.0
5127,2,23.1,0.0
5128,2,16.25,0.0
5129,2,8.9,0.0
5130,2,9.27,0.0
5131,2,8.55,0.0
5132,2,88.88,0.0
5133,2,19.58,0.0
5134,2,30.44,0.0
5135,2,9.9,0.0
5136,2,8.22,0.0
5137,2,10.28,0.0
5138,2,4.25,0.0
5139,2,7.8,0.0
5140,2,26.54,0.0
5141,2,30.5,0.0
5142,2,18.98,0.0
5143,2,12.7,0.0
5144,2,10.1,0.0
5145,2,22.02,0.0
5146,2,22.85,0.0
5147,2,12.38,0.0
5148,2,12.38,0.0
5149,2,15.75,0.0
5150,2,13.75,0.0
5151,2,12.45,0.0
5152,2,14.92,0.0
5153,2,21.54,0.0
5154,2,5.38,0.5
5155,2,8.7,0.0
5156,2,10.7,0.0
5157,2,24.78,0.0
5158,2,10.17,0.0
5159,2,8.93,0.0
5160,2,9.9,0.0
5161,2,6.02,0.0
5162,2,15.92,0.0
5163,2,16.42,0.0
5164,2,9.07,0.0
5165,2,15.85,0.0
5166,2,12.77,0.0
5167,2,5.92,0.0
5168,2,16.27,0.0
5169,2,19.12,0.0
5170,2,7.94,0.0
5171,2,5.96,0.0
5172,2,13.62,0.0
5173,2,13.48,0.0
5174,2,15.02,0.0
5175,2,20.4,0.0
5176,2,11.56,0.0
5177,2,25.78,0.0
5178,2,17.27,0.0
5179,2,15.28,0.0
5180,2,5.32,0.0
5181,2,10.95,0.0
5182,2,10.88,0.0
5183,2,7.78,0.0
5184,2,9.95,0.0
5185,2,24.9,0.0
5186,2,11.38,0.0
5187,2,9.55,0.0
5188,2,11.25,0.0
5189,2,12.45,0.0
5190,2,17.18,0.0
5191,2,6.86,0.0
5192,2,22.83,0.0
5193,2,6.68,0.0
5194,2,6.38,0.0
5195,2,9.65,0.0
5196,2,10.15,0.0
5197,2,4.53,0.0
5198,2,6.88,0.0
5199,2,9.12,0.0
5200,2,9.12,0.0
5201,2,9.38,0.0
5202,2,8.12,0.0
5203,2,9.05,0.0
5204,2,12.5,1.5
5205,2,13.38,0.0
5206,2,10.07,0.0
5207,2,16.65,0.0
5208,2,16.88,0.0
5209,2,8.78,0.0
5210,2,3.75,0.0
5211,2,9.38,0.0
5212,2,10.86,0.0
5213,2,12.45,0.0
5214,2,12.05,0.0
5215,2,12.42,0.0
5216,2,8.22,0.0
5217,2,15.09,0.0
5218,2,11.48,0.0
5219,2,11.4,0.0
5220,2,14.62,0.0
5221,2,9.75,0.0
5222,2,8.88,0.0
5223,2,8.88,0.0
5224,2,7.64,0.0
5225,2,11.25,0.0
5226,2,10.58,0.0
5227,2,13.65,0.0
5228,2,10.18,0.0
5229,2,9.13,0.0
5230,2,8.34,0.0
5231,2,8.67,0.0
5232,2,38.88,0.0
5233,2,18.53,0.0
5234,2,19.18,0.0
5235,2,11.52,0.0
5236,2,7.58,0.0
5237,2,10.32,0.0
5238,2,10.82,0.0
5239,2,6.98,0.0
5240,2,12.08,0.0
5241,2,8.72,0.0
5242,2,8.25,0.0
5243,2,11.55,0.0
5244,2,11.6,0.0
5245,2,9.32,0.0
5246,2,10.54,0.0
5247,2,8.48,0.0
5248,2,5.48,0.0
5249,2,7.12,0.5
5250,2,10.6,0.0
5251,2,9.68,0.0
5252,2,9.68,0.0
5253,2,9.9,0.0
5254,2,13.12,0.0
5255,2,9.12,0.0
5256,2,10.75,0.0
5257,2,9.39,0.0
5258,2,8.95,0.0
5259,2,18.38,0.0
5260,2,12.98,0.0
5261,2,5.52,0.0
5262,2,9.0,0.0
5263,2,13.22,0.0
5264,2,3.8,0.0
5265,2,8.32,0.0
5266,2,51.62,0.0
5267,2,83.68,0.0
5268,2,7.78,0.0
5269,2,7.78,0.0
5270,2,15.28,0.0
5271,2,15.43,0.0
5272,2,32.18,0.0
5273,2,16.15,0.0
5274,2,23.62,0.0
5275,2,13.48,0.0
5276,2,12.36,0.0
5277,2,10.25,0.5
5278,2,16.18,0.0
5279,2,28.65,0.0
5280,2,8.94,0.0
5281,2,8.32,0.0
5282,2,12.08,0.0
5283,2,10.7,0.0
5284,2,6.16,0.0
5285,2,19.65,0.0
5286,2,19.85,0.0
5287,2,9.55,0.0
5288,2,5.26,0.0
5289,2,6.38,0.0
5290,2,5.81,0.0
5291,2,6.86,0.0
5292,2,5.53,0.0
5293,2,6.86,0.0
5294,2,8.48,0.0
5295,2,7.18,0.0
5296,2,8.54,0.0
5297,2,6.14,0.0
5298,2,10.34,0.0
5299,2,10.73,0.0
5300,2,8.13,0.0
5301,2,9.13,0.0
5302,2,9.13,0.0
5303,2,8.98,0.0
5304,2,9.78,0.0
5305,2,20.29,0.0
5306,2,11.18,1.0
5307,2,10.68,0.0
5308,2,8.0,0.0
5309,2,8.0,0.0
5310,2,23.6,0.0
5311,2,4.94,0.0
5312,2,19.25,0.0
5313,2,8.59,0.0
5314,2,9.38,0.0
5315,2,11.25,0.0
5316,2,9.68,0.0
5317,2,17.68,0.0
5318,2,12.74,0.0
5319,2,5.0,0.0
5320,2,7.49,0.0
5321,2,25.08,0.0
5322,2,13.32,0.0
5323,2,43.75,0.0
5324,2,8.98,0.0
5325,2,7.19,0.0
5326,2,22.9,0.0
5327,2,20.82,0.0
5328,2,6.35,0.0
5329,2,35.53,0.0
5330,2,33.1,0.0
5331,2,8.35,0.0
5332,2,8.78,0.0
5333,2,22.0,0.0
5334,2,17.5,0.0
5335,2,37.35,0.0
5336,2,26.25,0.0
5337,2,10.45,0.0
5338,2,12.85,0.0
5339,2,14.88,0.0
5340,2,13.85,0.0
5341,2,12.08,0.0
5342,2,43.92,0.0
5343,2,13.02,0.0
5344,2,10.75,0.0
5345,2,7.5,0.0
5346,2,11.2,0.0
5347,2,83.94,0.0
5348,2,19.27,0.0
5349,2,8.54,0.0
5350,2,12.84,0.0
5351,2,9.54,0.0
5352,2,37.38,0.5
5353,2,30.33,0.0
5354,2,22.9,0.0
5355,2,22.9,0.0
5356,2,21.02,0.0
5357,2,11.02,0.0
5358,2,27.38,0.0
5359,2,15.62,0.0
5360,2,35.42,0.0
5361,2,12.32,0.0
5362,2,8.43,0.0
5363,2,5.4,0.0
5364,2,5.62,0.0
5365,2,3.53,0.0
5366,2,2.96,0.0
5367,2,4.46,0.0
5368,2,3.99,0.0
5369,2,5.82,0.0
5370,2,10.1,0.0
5371,2,17.48,0.0
5372,2,9.88,0.0
5373,2,3.38,0.0
5374,2,12.72,0.0
5375,2,5.16,0.0
5376,2,6.22,0.0
5377,2,5.5,0.0
5378,2,7.06,0.0
5379,2,17.82,0.0
5380,2,15.48,0.0
5381,2,9.72,0.0
5382,2,13.2,0.0
5383,2,8.9,0.0
5384,2,9.68,0.0
5385,2,15.82,0.0
5386,2,10.35,0.0
5387,2,9.1,0.0
5388,2,31.42,0.0
5389,2,7.12,0.0
5390,2,8.78,0.0
5391,2,7.92,0.0
5392,2,9.38,0.0
5393,2,13.3,0.0
5394,2,12.92,0.0
5395,2,7.92,0.0
5396,2,10.27,0.0
5397,2,10.38,0.0
5398,2,6.63,0.0
5399,2,3.98,0.0
5400,2,8.95,0.0
5401,2,9.12,0.0
5402,2,9.05,0.0
5403,2,9.68,0.0
5404,2,9.68,0.0
5405,2,10.3,0.0
5406,2,10.58,0.0
5407,2,7.24,0.0
5408,2,9.1,0.0
5409,2,13.55,0.0
5410,2,10.16,0.5
5411,2,15.58,0.0
5412,2,3.78,0.0
5413,2,10.74,0.0
5414,2,9.9,0.0
5415,2,3.44,0.0
5416,2,7.78,0.0
5417,2,8.52,0.0
5418,2,11.25,0.0
5419,2,11.52,0.0
5420,2,11.12,0.0
5421,2,8.68,0.0
5422,2,14.85,0.0
5423,2,41.2,0.0
5424,2,41.2,0.0
5425,2,27.74,0.0
5426,2,8.51,0.0
5427,2,23.0,0.0
5428,2,4.89,0.0
5429,2,8.55,0.0
5430,2,6.74,0.0
5431,2,10.42,0.0
5432,2,9.6,0.0
5433,2,25.67,0.0
5434,2,13.4,0.0
5435,2,16.17,0.0
5436,2,25.2,0.0
